CpG_ID,T1A_detection_Pvalue,T1B_detection_Pvalue,T2A_detection_Pvalue,T2B_detection_Pvalue,T3A_detection_Pvalue,T3B_detection_Pvalue,T4A_detection_Pvalue,T4B_detection_Pvalue,T5A_detection_Pvalue,T5B_detection_Pvalue,T6A_detection_Pvalue,T6B_detection_Pvalue,T7A_detection_Pvalue,T7B_detection_Pvalue,T8A_detection_Pvalue,T8B_detection_Pvalue,T9A_detection_Pvalue,T9B_detection_Pvalue,T10A_detection_Pvalue,T10B_detection_Pvalue,T11A_detection_Pvalue,T11B_detection_Pvalue,T12A_detection_Pvalue,T12B_detection_Pvalue,T13A_detection_Pvalue,T13B_detection_Pvalue,T14A_detection_Pvalue,T14B_detection_Pvalue,T15A_detection_Pvalue,T15B_detection_Pvalue,T16A_detection_Pvalue,T16B_detection_Pvalue,T17A_detection_Pvalue,T17B_detection_Pvalue,T18A_detection_Pvalue,T18B_detection_Pvalue,T19A_detection_Pvalue,T19B_detection_Pvalue,T20A_detection_Pvalue,T20B_detection_Pvalue,T21A_detection_Pvalue,T21B_detection_Pvalue,T22A_detection_Pvalue,T22B_detection_Pvalue,T23A_detection_Pvalue,T23B_detection_Pvalue,T24A_detection_Pvalue,T24B_detection_Pvalue,T25A_detection_Pvalue,T25B_detection_Pvalue,T26A_detection_Pvalue,T26B_detection_Pvalue,T27A_detection_Pvalue,T27B_detection_Pvalue,T28A_detection_Pvalue,T28B_detection_Pvalue,T29A_detection_Pvalue,T29B_detection_Pvalue,T30A_detection_Pvalue,T30B_detection_Pvalue,T31A_detection_Pvalue,T31B_detection_Pvalue,T32A_detection_Pvalue,T32B_detection_Pvalue,T33A_detection_Pvalue,T33B_detection_Pvalue,T34A_detection_Pvalue,T34B_detection_Pvalue,T35A_detection_Pvalue,T35B_detection_Pvalue,T36A_detection_Pvalue,T36B_detection_Pvalue,T37A_detection_Pvalue,T37B_detection_Pvalue,T38A_detection_Pvalue,T38B_detection_Pvalue,T39A_detection_Pvalue,T39B_detection_Pvalue,T40A_detection_Pvalue,T40B_detection_Pvalue,T41A_detection_Pvalue,T41B_detection_Pvalue,T42A_detection_Pvalue,T42B_detection_Pvalue,T43A_detection_Pvalue,T43B_detection_Pvalue,T44A_detection_Pvalue,T44B_detection_Pvalue,T45A_detection_Pvalue,T45B_detection_Pvalue,T46A_detection_Pvalue,T46B_detection_Pvalue,T47A_detection_Pvalue,T47B_detection_Pvalue,T48A_detection_Pvalue,T48B_detection_Pvalue
cg00006713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35438890969933e-256,1.8969834700803e-132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00006735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.14777334437101e-211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71578192523578e-284,1.92158427144492e-292,0.0,5.49002292203885e-301,0.0,0.0,7.068139272031861e-154,2.908289e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00006771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55099937140391e-208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001271871346946,0.0,0.0,0.0,0.0,5.542696027e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00006775,0.0,0.0,5.35600823936976e-145,4.1795633050753396e-107,1.7538730522589602e-112,1.8916765648039e-126,1.75155096327126e-265,0.0,0.0,0.0,0.0,8.918405756011379e-185,0.0,2.63149824978364e-195,2.20653482101743e-124,0.0,0.0,0.0,0.0,0.0,5.25905048228242e-129,1.2038126306289402e-120,5.20676309463525e-115,2.81956440367016e-142,0.0,0.0,0.0,0.0,7.699997001788561e-111,8.69712664019463e-124,0.0,2.45e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0799825299001473,0.0,0.0,4.21353352462403e-116,0.0,0.0,8.64159219907682e-152,3.7814912987737506e-120,7.62778488847516e-127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.729e-13,0.0450496423539471,0.0158679798840285,0.301936493466845,1.94099254759e-05,0.000855231170794,0.473112100576775,5.675491e-10,0.69132964435888,0.0,0.0,3.42744069587721e-107,4.03153888618573e-212,0.0,9.82358806001753e-107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.49826889438779e-127,1.7989542876012899e-125,0.0,0.0,2.53230979413878e-129,3.65586552364324e-174,0.0,1.81e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84e-14
cg00006787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8820907393590298e-122,0.0,0.0,0.0,0.0,1.18335445104686e-231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00006815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61551894927898e-122,0.0,6.80152222833495e-293,1.85044163630306e-175,0.0,4.74941317957119e-183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00006828,0.0,2.58673808096199e-107,1.18910858203996e-181,8.84163834386394e-172,0.0,6.35375354328061e-139,3.00329523058559e-278,0.0,0.0,0.0,0.0,2.64193912120523e-184,0.0,7.94136316890553e-276,8.2870163138739e-162,0.0,0.0,0.0,0.0,0.0,5.18324506306299e-285,0.0,0.0,2.75581625549091e-124,0.0,0.0,0.0,0.0,4.3248333574891e-117,2.15846768988639e-150,0.0,0.0,0.0,4.2887021e-09,5.3e-14,2.959739487e-07,0.0,0.0,0.0,0.259014385850043,0.0,1.3102247748017e-137,1.63608749900954e-145,0.0,0.0,6.286284169561081e-167,0.0,1.5284603350587101e-120,0.0,0.0,0.0,5e-16,0.0,3.02e-14,0.0,2.4135e-12,7.09537687142e-05,0.0,0.0471384627885897,0.0047049796247365,1.6278926952e-06,0.125766398973458,0.0004265244685974,0.0446862152381882,0.0,0.0,1.7659368364306302e-117,1.0682508381154402e-214,0.0,2.04115231702105e-170,1.09541028315336e-130,5.96832046091391e-135,0.0,0.0,0.0,1e-16,9.88654107522334e-192,1.05e-14,2.50478e-10,0.0,2.6066597111152403e-155,0.0,0.0,0.0,1.79120134145558e-250,3.17105207351479e-159,0.0,6.11021e-11,7.807809697e-07,5.006e-13,3.132e-13,1.803e-13,0.0,6e-16,6.72e-14,5.10293e-11
cg00006848,3.9500468369100595e-207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69772964770141e-110,3.0122184733444303e-223,0.0,2.36021210177538e-227,0.0,1.55380336632804e-241,0.0,7.381162238090671e-106,0.0,0.0,4.31406144224431e-227,2.23486501890368e-203,0.0,5.03658289436549e-269,7.489046017193929e-278,3.31421391541547e-116,0.0,0.0,0.0,0.0,1.6663422188814902e-132,0.0,0.0,3.38800508054397e-199,0.0,0.0,0.0,0.0,0.0,0.0,1.80393334852e-05,0.0,8.48807015655207e-140,7.500008619054351e-131,0.0,2.02753124583021e-113,8.79667662425611e-225,0.0,0.0,2.74217732518244e-138,0.0,3.4291205743914203e-259,0.0,0.0,1.35337644549e-05,0.0,0.0,0.0,0.0,0.0295615372155914,1.36359e-11,2.59452628415e-05,8.09238019e-08,0.0,0.0046878993147841,6.19151923492659e-297,0.0,3.0003417602674497e-252,0.0,0.0,1.6516004965034902e-117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.25877680115292e-142,0.0,2.9691160419862303e-154,4.37167096371754e-193,0.0,2.15766230572169e-183,9.198910131520731e-182,3.23401250760841e-213,1.16651827915712e-207,8.73140496566386e-141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0631e-12
cg00006867,0.0,1.24148779175286e-233,0.0,0.0,0.0,0.0,0.0,6.1364810627636e-166,2.4717282926322503e-240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8841421709009e-180,0.0,0.0,0.0,0.0,3.18029623487049e-238,2.0262668286254002e-280,0.0,0.0,2.6054321418087e-308,4.77024402086967e-152,1.87149526299785e-210,1.06569896255537e-113,2.3902910489526e-244,0.0,9.207726280782139e-258,1.17571965442072e-125,3.99941847063054e-170,1.82432152745725e-156,1.71826931749906e-142,0.0,1.51058294796907e-298,1.7480194448214699e-268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12513678401416e-280,9.150415716431961e-197,2.45593899350225e-160,2.33207913882495e-207,2.52852433924909e-190,6.91849580258338e-174,7.4329606246793e-106,2.9325576929e-06,0.0,0.0118044332442204,5.95888682e-08,3.570172015e-07,0.0,0.0,2.480967e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17999756387856e-240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15653743834522e-290,1.18133996944294e-257,0.0,1.49987252389279e-267,0.0,4.424038821444729e-270
cg00006884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7393516351798197e-224,7.224193067e-07,2.68766795540659e-234,1.1987736432406401e-284,8.200013513736039e-107,2.2466990568673103e-240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00006899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51757831642406e-181,0.0,0.0,0.0,2.8157298182923e-298,2.1263973225574499e-184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00006926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.766207920828899e-159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65460980127927e-303,0.0,0.0,0.0004704973658082,0.0,0.0,0.0,0.0,3.56356894974e-05,0.0,0.0,0.0,0.0,7.145188238834979e-256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5764194044619798e-232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75284778456178e-302,0.0,9.239549146603799e-239,0.0,3.99402511038941e-194,0.0,1.06529479016677e-199
cg00006948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.30700745e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00007021,0.0,5.9421750009614e-137,3.73454481611189e-220,1.59107300847095e-250,2.40967111400237e-133,3.55516122909355e-211,2.7567919529153296e-258,0.0,0.0,6.63396890385615e-162,0.0,0.0,2.2015600329574103e-205,0.0,0.0,1.7335869213813e-181,7.47279794547847e-194,8.183259073558591e-298,2.02175081106843e-202,2.33307774956534e-128,0.0,0.0,0.0,1.03482187167961e-172,0.0,0.0,0.0,5.8987945582231504e-161,1.06723222315756e-173,2.15846768988639e-150,0.0,0.0,1.11372525e-08,5.1616881e-09,2.455281e-09,9.8859523675e-06,7.25900274507e-05,6.39159829673e-05,6.18279364e-08,0.25448611800222,1.73756098433456e-136,2.44761663641912e-209,4.58698894793789e-222,6.52438287760326e-189,7.87895268025725e-207,3.00329523058559e-278,3.3177529119712394e-213,1.35718721573912e-181,5.887067899136969e-134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.894155506e-07,1.02240144201e-05,0.0053050854038969,9.914472753e-07,2.0782497522e-06,0.0851150944466418,1.1382524e-09,0.0017345336736828,7.792669588009959e-305,0.0,6.83515043735987e-175,2.4820265640756596e-265,4.03240419020509e-216,2.0236800983880197e-238,5.4289933975516e-232,7.400015323198511e-203,4.29749188349101e-124,2.0482733173572e-117,0.0,5.589010326998231e-117,3.47233434087268e-249,1.62628403140992e-123,1.00935292636729e-135,6.96547884560395e-128,2.95934004920562e-187,0.0,6.18838089768665e-276,1.01669180049333e-281,0.0,0.0,1.41002662625574e-242,9.25639327710271e-121,4.28433257013268e-117,6.850149723190849e-229,0.0,1.04397027883602e-123,4.51422959919543e-239,1.8330788913048902e-110,8.729820800378881e-201,0.0
cg00007032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.30847746106329e-166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00007036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00007064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.562950293e-07,0.0,0.0,0.0,0.0,3.4033744e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00007076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.20707819812115e-106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.01690152e-08,0.0,0.0,0.0,0.0,1.0144674e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00007127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15100291883106e-273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.679618864436759e-250,0.0,0.0,8.7981526458e-06,0.0,1.7e-15,3.4523534292e-06,3.0765e-12,0.000532949232863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.37878527019476e-199,0.0,0.0,0.0,3.73113654305553e-233,0.0,0.0,0.0,3.72327169293506e-164
cg00007205,0.0,0.0,6.00471807981407e-134,7.18671197395825e-146,3.6543770837835397e-122,7.6827720691020195e-208,4.63669881774094e-141,0.0,0.0,0.0,2.88685258111438e-135,3.14600607403825e-178,0.0,4.79021478119025e-163,1.96141802623954e-159,0.0,1.97988310727725e-153,1.58064764182215e-122,0.0,0.0,8.17042553411205e-129,1.71626453149735e-165,0.0,6.391483250658301e-106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048612179729775,0.0,3.38053679909386e-106,6.34425492892041e-138,0.0,0.0,9.12392365207095e-198,3.47472075464114e-145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.80171e-11,0.0060756103119159,2.06402124354e-05,0.417795789378992,1.44577994736e-05,2.99480182078e-05,0.001863967264111,0.001955070126072,0.0027779044431503,7.38514013818903e-115,0.0,4.44335354981446e-129,8.718478136478309e-156,0.0,0.0,0.0,2.4025130351685002e-113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.19001385522432e-143,0.0,0.0,3.0184183212776196e-128,2.3700212227793497e-156,1.21572110823805e-143,0.0,4e-15,1.7e-15,0.0,0.0,0.0,0.0,0.0,0.0,3.7e-15
cg00007215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.58302941953248e-117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71720348976272e-267,0.0,0.0,0.0,0.0,1.21230579e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0102572257095e-254,0.0,1.01201935162678e-185,0.0,3.10589134060272e-199,0.0,0.0,0.0,6.2396960429666105e-121,0.0,4.9519868e-08,0.0,1.21172817474e-05,0.0,0.0,0.0,0.0,1.04538346406714e-130,0.0,0.0,0.0,0.0,0.0,0.0,1.0737192558225e-144,0.0,5.25987672015467e-171,2.24010362945167e-275,0.0,0.0,0.0,3.07994473914055e-246,0.0,0.0,0.0,4.80071194230221e-304,0.0,2.8855387469987697e-207,7.230227708797171e-200,1.7161710430461702e-132,0.0,3.83456638465393e-264,6.076799926234e-172,1.67047780221396e-166,0.0
cg00007221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.46835935896228e-120,5.09350249665074e-215,1.54e-14,2.6908916727472897e-229,1.6415946850622698e-268,5.28157691562792e-127,1.30361347453731e-259,1e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00007226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3269575947e-06,0.0,0.0,0.0,0.0,5.321451451024619e-274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00007239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.30915130669118e-136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74508799817177e-201,1.4301114209611e-293,0.0,1.96282512327437e-131,0.0,0.0,0.0,1e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00007266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52838911975944e-229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00007269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.341343620538959e-222,0.0,0.0,0.0,0.0,1.04044164077006e-303,2.18688251442524e-288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
